% This MetaLexicon was created by taking the union of the following manually created lexical resources:
%
%   1. AFINN
%   2. NRC Word-Emotion Association Lexicon (words with no emotion associations are taken as neutral)
%   3. Bing Liu's Opinion Lexicon
%   4. MPQA Subjectivity Lexicon
%
% We discarded all the words where a polarity clash between two or more lexicons was observed.

@relation 'MetaLex'

@attribute term string
@attribute polarity {negative,neutral,positive}

@data
boar,neutral
boarder,neutral
boarding,neutral
boards,neutral
boastful,negative
boasting,negative
boat,neutral
boating,neutral
bobbin,neutral
bode,neutral
bodice,neutral
bodily,neutral
body,neutral
bodyguard,positive
bog,negative
boggle,negative
bogus,negative
boil,negative
boiler,neutral
boilerplate,negative
bold,positive
boldly,positive
boldness,positive
bolster,positive
bolt,neutral
bolus,neutral
bomb,negative
bombard,negative
bombardment,negative
bombastic,negative
bombed,negative
bonanza,positive
bond,neutral
bondage,negative
bonds,negative
bone,neutral
boner,neutral
bones,neutral
bonfire,neutral
bonkers,negative
bonne,positive
bonnet,neutral
bonny,positive
bonus,positive
bonuses,positive
bony,neutral
boo,negative
boob,neutral
booby,negative
book,neutral
bookcase,neutral
booking,neutral
bookish,positive
bookkeeper,neutral
bookkeeping,neutral
booklet,neutral
books,neutral
bookseller,neutral
bookshop,positive
bookstore,neutral
boom,positive
boon,positive
boosted,positive
booster,neutral
boosting,positive
boosts,positive
boot,neutral
booth,neutral
boots,neutral
booty,neutral
booze,negative
border,neutral
bordering,neutral
bore,negative
boreal,neutral
bored,negative
boredom,negative
borer,neutral
bores,negative
boring,negative
borough,neutral
borrow,neutral
borrower,negative
bosom,neutral
boss,neutral
boston,neutral
botanical,neutral
botanist,neutral
botany,neutral
botch,negative
bother,negative
bothered,negative
bothering,negative
bothers,negative
bothersome,negative
bottle,neutral
bottom,negative
boulder,neutral
bounce,neutral
bound,negative
boundary,neutral
bounds,neutral
bountiful,positive
bounty,positive
bouquet,positive
bourgeois,neutral
bourgeoisie,neutral
bourse,neutral
bout,negative
bovine,negative
bowdlerize,negative
bowed,neutral
bowl,neutral
bowls,neutral
box,neutral
boxer,neutral
boy,negative
boycott,negative
boycotted,negative
boycotting,negative
boycotts,negative
boyhood,neutral
boyish,neutral
brace,neutral
bracelet,neutral
braces,neutral
brachial,neutral
bracket,neutral
brackets,neutral
brackish,neutral
brad,neutral
brag,negative
braggart,negative
bragger,negative
braid,neutral
brain,neutral
brainiest,positive
brainless,negative
brains,positive
brainstorm,neutral
brainwash,negative
brainwashing,negative
brainy,positive
brake,neutral
branch,neutral
branching,neutral
brand-new,positive
brandy,negative
brash,negative
brashly,negative
brashness,negative
brass,neutral
bravado,negative
brave,positive
bravery,positive
bravo,positive
brawl,negative
brazen,negative
brazenly,negative
brazenness,negative
breach,negative
bread,neutral
breadth,neutral
break,negative
break-point,negative
break-up,negative
break-ups,negative
breakable,neutral
breakdown,negative
breaker,neutral
breakers,neutral
breakfast,positive
breaking,negative
breakneck,negative
breaks,negative
breakthrough,positive
breakthroughs,positive
breakup,negative
breakups,negative
breath,neutral
breathlessness,positive
breathtaking,positive
breathtakingly,positive
breech,neutral
breeches,neutral
breed,neutral
breeder,neutral
breeding,neutral
breezy,neutral
brethren,neutral
breve,neutral
brevity,neutral
brew,neutral
brewing,neutral
bribe,negative
bribery,negative
brick,neutral
bridal,positive
bride,positive
bridegroom,positive
bridesmaid,positive
bridge,neutral
bridle,neutral
briefly,neutral
brig,neutral
brigade,negative
bright,positive
brighten,positive
brighter,positive
brightest,positive
brightness,positive
brilliance,positive
brilliances,positive
brilliant,positive
brilliantly,positive
brim,neutral
brimming,neutral
brimstone,negative
brine,neutral
bring,neutral
brink,neutral
bristle,negative
broad,positive
broad-based,neutral
broadcast,neutral
broadside,negative
brocade,positive
brochure,neutral
broil,negative
broke,negative
broken,negative
broken-hearted,negative
broker,neutral
brokerage,neutral
bronco,neutral
bronze,neutral
broom,neutral
broth,neutral
brothel,negative
brother,positive
brotherhood,positive
brotherly,positive
brow,neutral
browbeat,negative
brown,neutral
bruise,negative
bruised,negative
bruises,negative
bruising,negative
brunette,neutral
brunt,negative
brush,neutral
brusque,negative
brutal,negative
brutalising,negative
brutalities,negative
brutality,negative
brutalize,negative
brutalizing,negative
brutally,negative
brute,negative
brutish,negative
bs,negative
bubble,neutral
bubbling,neutral
bucket,neutral
buckled,neutral
bud,neutral
buddy,positive
budge,neutral
buffalo,neutral
buffer,neutral
buffet,negative
bug,negative
bugaboo,negative
bugging,negative
bugs,negative
build,positive
builder,neutral
building,positive
buildings,neutral
bulb,neutral
bulbous,negative
bulge,neutral
bulk,neutral
bulkhead,neutral
bulkier,negative
bulkiness,negative
bulkyness,negative
bull****,negative
bull----,negative
bulldog,positive
bulldozer,neutral
bullet,neutral
bulletin,neutral
bulletproof,positive
bullied,negative
bullies,negative
bullish,positive
bullock,neutral
bullshit,negative
bullshyt,negative
bully,negative
bullying,negative
bullyingly,negative
bulwark,neutral
bum,negative
bummer,negative
bumped,negative
bumping,negative
bumpping,negative
bumps,negative
bumpy,negative
bun,neutral
bunch,neutral
bundle,neutral
bungalow,neutral
bungle,negative
bungler,negative
bungling,negative
bunt,neutral
buoy,positive
buoyancy,neutral
buoyant,positive
bur,neutral
burdened,negative
burdening,negative
burdens,negative
burdensome,negative
burdensomely,negative
bureau,neutral
bureaucracy,negative
bureaucrat,negative
burglar,negative
burglary,negative
burial,negative
buried,negative
burke,negative
burlap,neutral
burly,neutral
burned,negative
burner,neutral
burnished,neutral
burnout,neutral
burns,negative
burnt,negative
burr,neutral
burrow,neutral
bus,neutral
bush,neutral
bushel,neutral
bushy,neutral
business,neutral
buss,positive
busted,negative
bustle,neutral
bustling,neutral
busts,negative
busybody,negative
butane,neutral
butcher,negative
butchery,negative
butler,positive
butt,negative
butter,neutral
butterfly,neutral
buttery,positive
buttock,neutral
button,neutral
buttress,neutral
buxom,positive
buy,neutral
buyer,neutral
buying,neutral
buzz,positive
buzzed,negative
buzzer,neutral
buzzing,negative
bygone,neutral
bystander,neutral
byte,neutral
byzantine,negative
cab,positive
cabal,negative
cabbage,neutral
cabin,neutral
cabinet,positive
cabriolet,neutral
cache,neutral
cackle,negative
cacophony,negative
cad,negative
cadaver,negative
caddy,neutral
cadence,neutral
cadet,neutral
cafe,positive
cage,negative
cairn,neutral
cake,neutral
calamities,negative
calamitous,negative
calamitously,negative
calamity,negative
calcareous,neutral
calculate,neutral
calculated,neutral
calculating,negative
calculator,positive
calculus,neutral
calendar,neutral
calender,neutral
calf,positive
caliber,neutral
calibrate,neutral
calico,neutral
calipers,neutral
call,neutral
calligraphy,neutral
calling,neutral
callous,negative
calls,negative
calm,positive
calmed,positive
calming,positive
calms,positive
caloric,neutral
calorie,neutral
calorimeter,neutral
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cam,neutral
camber,neutral
camel,neutral
cameo,neutral
cameraman,neutral
camisole,neutral
camp,neutral
campaign,neutral
campaigner,neutral
campaigning,negative
campus,neutral
'can\'t stand',negative
canal,neutral
canary,positive
cancel,negative
canceling,neutral
cancellation,neutral
cancelled,negative
cancelling,negative
cancels,negative
cancer,negative
cancerous,negative
candid,positive
candidacy,neutral
candidate,positive
candied,positive
candle,neutral
candlelight,neutral
candlestick,neutral
candy,neutral
canine,neutral
canister,neutral
canker,negative
cannibal,negative
cannibalism,negative
cannibalize,negative
canning,neutral
cannon,negative
canoe,neutral
canon,neutral
canonical,neutral
canopy,neutral
canteen,neutral
canterbury,neutral
cantilever,neutral
canto,neutral
canton,neutral
canvas,neutral
canvass,neutral
capably,positive
capacity,neutral
cape,neutral
caper,neutral
capillary,neutral
capital,neutral
capitalist,positive
capitalize,positive
capitals,neutral
capitation,neutral
capitol,neutral
capitulate,negative
capitulation,neutral
caprice,neutral
capriciously,negative
capriciousness,negative
caps,neutral
capsize,negative
capsule,neutral
captain,positive
caption,neutral
captivate,positive
captivated,positive
captivating,positive
captivation,positive
captive,negative
captivity,negative
captor,negative
capture,negative
car,neutral
caramel,neutral
carat,neutral
caravan,neutral
carbon,neutral
carcass,negative
carcinoma,negative
card,neutral
cardigan,neutral
cardinal,neutral
cardiomyopathy,negative
cards,neutral
career,positive
carefree,positive
careful,positive
carefully,positive
careless,negative
carelessness,negative
cares,positive
caress,positive
caret,neutral
caretaker,positive
cargo,neutral
caribou,neutral
caricature,negative
caries,negative
carnage,negative
carnal,negative
carnation,neutral
carnivorous,negative
carol,positive
carousel,neutral
carp,negative
carpenter,neutral
carriage,neutral
carried,neutral
carrier,neutral
carry,neutral
carrying,neutral
cart,neutral
cartel,negative
carter,neutral
cartilage,neutral
cartographic,neutral
cartography,neutral
cartoonish,negative
cartouche,neutral
carve,neutral
carver,neutral
carving,neutral
cascade,positive
case,negative
casein,neutral
cash,positive
cash-strapped,negative
cashback,positive
cashbacks,positive
'cashing in',negative
cashmere,neutral
casing,neutral
casino,neutral
cask,neutral
casket,negative
cast,neutral
caste,negative
caster,neutral
castigate,negative
castle,neutral
castor,neutral
castrated,negative
casual,neutral
casually,neutral
casualty,negative
cat,neutral
catabolism,neutral
cataclysm,negative
cataclysmal,negative
cataclysmic,negative
cataclysmically,negative
catalog,neutral
catalogue,neutral
catalysis,neutral
catalyst,positive
catalytic,neutral
catamaran,neutral
catapult,neutral
cataract,negative
catastrophe,negative
catastrophes,negative
catastrophic,negative
catastrophically,negative
catastrophies,negative
catching,neutral
catchy,positive
categorical,positive
category,neutral
cater,positive
caterer,neutral
caterpillar,neutral
cates,neutral
cathartic,positive
cathedral,positive
catheter,negative
catholic,neutral
catnip,neutral
cattle,neutral
caucus,neutral
caudal,neutral
caulk,neutral
causal,neutral
causality,neutral
causation,neutral
caused,neutral
causeway,neutral
caustic,negative
caustically,negative
caution,negative
cautionary,negative
cautiously,positive
cavalry,neutral
caveat,neutral
cavern,neutral
cavernous,neutral
cavity,neutral
cayenne,neutral
cease,neutral
ceaseless,neutral
cede,negative
ceiling,neutral
celebrant,neutral
celebrate,positive
celebrated,positive
celebrates,positive
celebrating,positive
celebration,positive
celebratory,positive
celestial,positive
celibacy,neutral
cell,neutral
cellar,neutral
cellular,neutral
celluloid,neutral
cemented,neutral
cemetery,negative
censor,negative
censored,negative
censors,negative
censure,negative
census,neutral
cent,neutral
centenary,neutral
centennial,neutral
center,positive
centimeter,neutral
central,neutral
centrality,neutral
centralization,neutral
centralize,neutral
centrally,neutral
centrifugal,neutral
centrifuge,neutral
centurion,positive
century,neutral
ceramics,neutral
cereal,neutral
cereals,neutral
cerebral,positive
ceremonial,neutral
ceremony,positive
certainly,neutral
certainty,positive
certificate,neutral
certified,neutral
cess,negative
cessation,negative
chafe,negative
chaff,negative
chafing,negative
chagrin,negative
chagrined,negative
chain,neutral
chair,neutral
chairman,positive
chairperson,neutral
chairwoman,positive
chaise,neutral
chalet,neutral
chalice,neutral
chalk,neutral
challenge,negative
challenging,negative
chamber,neutral
chambers,neutral
chameleon,neutral
champ,positive
champagne,neutral
champion,positive
chance,positive
chances,positive
chandelier,neutral
chandler,neutral
changed,neutral
changer,neutral
changing,neutral
channel,neutral
chaos,negative
chaotic,negative
chap,neutral
chapel,neutral
chapman,neutral
chaps,neutral
chapter,neutral
char,neutral
character,neutral
characteristic,neutral
characterize,neutral
charade,negative
charcoal,neutral
charge,neutral
chargeable,negative
charged,negative
charger,positive
charges,negative
chariot,neutral
charismatic,positive
charitable,positive
charity,positive
charm,positive
charmer,neutral
charming,positive
charmingly,positive
charmless,negative
charter,neutral
chartered,neutral
chase,negative
chaste,positive
chasten,negative
chastise,negative
chastised,negative
chastisement,negative
chastises,negative
chastising,negative
chastity,positive
chat,neutral
chateau,neutral
chatterbox,negative
chattering,positive
chatty,negative
chauffeur,neutral
cheap,negative
cheapen,negative
cheaper,positive
cheapest,positive
cheaply,negative
cheat,negative
cheated,negative
cheater,negative
cheaters,negative
cheating,negative
cheats,negative
check,neutral
checker,neutral
checkers,neutral
checklist,positive
cheek,neutral
cheeks,neutral
cheep,neutral
cheer,positive
cheered,positive
cheerful,positive
cheerfulness,positive
cheering,positive
cheerless,negative
cheers,positive
cheery,positive
cheesecake,negative
cheesy,negative
cheetah,neutral
chemise,neutral
chemist,positive
chemistry,neutral
cheque,neutral
cherish,positive
cherished,positive
cherishes,positive
cherishing,positive
cherry,positive
cherub,positive
chess,neutral
chest,neutral
chestnut,neutral
chevron,neutral
chew,neutral
chicane,negative
chide,negative
chief,neutral
chiefly,neutral
chieftain,positive
child,positive
